품목일련번호,품목명,큰제품이미지,분류명
200600003,잘프로정(잘토프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333339425900061,해열.진통.소염제
200500497,오마코연질캡슐(오메가-3-산에틸에스테르90),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428171237500005,동맥경화용제
200502458,알파글루코사민캡슐500밀리그람(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577162254600005,해열.진통.소염제
200512238,판테온정20밀리그램(판토프라졸나트륨세스키히드레이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHYA,소화성궤양용제
200501383,씨제이클로피도그렐정75밀리그람(황산수소클로피도그렐),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428171237500019,동맥경화용제
200502762,아르볼캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6EbC,따로분류되지않는대사성의약품
200503200,로사정(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ONpCOpRdRt,혈압강하제
200512155,펜타씬정(펜디메트라진타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OsDC9sjoTc,자율신경제
200502601,마이다정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834126208100080,하제|완장제
200400913,멜브렉스정7.5밀리그람(멜록시캄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ogz8Ct6u7Y,해열.진통.소염제
200500426,메가펜틴캡슐100밀리그램(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oen3FBnXfT,항전간제
200501155,실론정(방풍통성산건조엑스(4.64→1)),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPph2,기타의순환계용약
200500592,팜크로정(팜시클로비르),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428171237500055,기타의화학요법제
200502158,다이뉴에이치알정(티옥트산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXBXjHRXnz,따로분류되지않는대사성의약품
200500424,레칼핀정10밀리그램(레르카니디핀염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2j3,혈압강하제
200000175,콤비백정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428171237500070,비타민B제(비타민B1을제외)
200502670,슬린티캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428171237500076,따로분류되지않는대사성의약품
200403333,에센비정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853646956200015,혼합비타민제(비타민AD혼합제제를제외)
200512240,펜다운캡슐100밀리그램(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oen3FBnXgb,항전간제
200500130,콜라잘캡슐(발살라지드이나트륨이수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OeD8xwO4ee,기타의소화기관용약
200500133,가바렙정800밀리그람(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v0xD,항전간제
200500145,가바렙정600밀리그람(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v0wd,항전간제
200503726,엘오시드정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428171237500094,제산제
200501307,모리캄캡슐15mg(멜록시캄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPpkg,해열.진통.소염제
200501291,레자딥정(레르카니디핀염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148777809115000064,혈압강하제
200604312,쉬정(방기황기탕건조엑스(7.52→1)),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6EAq,해열.진통.소염제
200600054,노바로핀정(암로디핀말레산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428209769800194,혈압강하제
200600013,뉴시캄캡슐15밀리그램(멜록시캄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ogz8Ct6u60,해열.진통.소염제
200600321,엠피딜엠정(설피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500000,정신신경용제
200600718,코자릴정(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500009,혈압강하제
200600367,로사르젠정(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXnTn8MsaR,혈압강하제
200600527,로사트정50밀리그램(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Gjw,혈압강하제
200502853,엑스립서방정500밀리그람(니코틴산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500024,동맥경화용제
200600315,트레노캡슐(트라닐라스트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MyUBPbyRqc,진해거담제
200600311,이토디알정(이토프리드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mzgvw7xDxP,기타의소화기관용약
200600860,유로시트라케이10mEq서방정(시트르산칼륨수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v3r5,기타의비뇨생식기관및항문용약
200512235,치옥탄에이치알정(티옥트산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NVU-6uw3u2,따로분류되지않는대사성의약품
200604290,솔표리버팬연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500039,간장질환용제
200600344,리스돈정1밀리그램(리스페리돈),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oj34d6imVK,정신신경용제
200501595,유로트롤정2mg(톨터로딘-L-타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154151882208300064,기타의비뇨생식기관및항문용약
200707946,네오시톨에스알정4밀리그램(톨터로딘-L-타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500054,기타의비뇨생식기관및항문용약
200600127,바이넥스톨터로딘서방정4밀리그람(톨터로딘-L-타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154238284590800009,기타의비뇨생식기관및항문용약
200600220,세다톨에스알정4밀리그램(톨터로딘-L-타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500062,기타의비뇨생식기관및항문용약
200600310,유로카린서방정4밀리그램(엘주석산톨터로딘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800440581800046,기타의비뇨생식기관및항문용약
200607910,파마파록세틴정(파록세틴염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OnUY_VtDcf,정신신경용제
200500695,안탁스캡슐(포도엽건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500082,기타의순환계용약
200604153,로페트정(펜터민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500085,자율신경제
200501687,뉴젠알렌드론정70밀리그람(알렌드론산나트륨수화물)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlEDCLysri,따로분류되지않는대사성의약품
200807526,코자플러스프로정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OhPOrsF6yq,혈압강하제
200600562,디루톨에스알정4밀리그램(톨터로딘-L-타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MtU6vRYsq0,기타의비뇨생식기관및항문용약
200604157,펜틴정(펜디메트라진타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OsDC9sjoCZ,자율신경제
200703389,비카루드정(비칼루타미드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHTg,항악성종양제
200704505,징코린연질캡슐(은행엽건조엑스)(수출명_미미본연질캡슐),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxKw,기타의순환계용약
200612599,카네드정(침강탄산칼슘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611729131800062,제산제
200511385,산도스온단세트론정8밀리그람(염산온단세트론이수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600053,최토제|진토제
200801540,안젤릭정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600056,난포호르몬제및황체호르몬제
200600346,유레톨에스알정4밀리그람(톨터로딘-L-타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600062,기타의비뇨생식기관및항문용약
200600251,보령톨터로딘서방정4밀리그램(엘-주석산톨터로딘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600065,기타의비뇨생식기관및항문용약
200711025,메티벤정500_2.5mg(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600068,당뇨병용제
200711026,메티벤정500_5mg(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600071,당뇨병용제
200402464,네프리스에스정(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600074,기타의비뇨생식기관및항문용약
200702260,레보텍정(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ok67C_iuOL,진해거담제
200703674,베시케어정5밀리그램(솔리페나신숙신산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NB2DoAuQxz,기타의비뇨생식기관및항문용약
200703673,베시케어정10밀리그램(솔리페나신숙신산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NB2DoAuQyZ,기타의비뇨생식기관및항문용약
200701642,레프로스정(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800423654200189,진해거담제
200704535,페로시아정1밀리그램(피나스테리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxue,모발용제(발모|탈모|염모|양모제)
200704035,메모론에스연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653006580000154,비타민A및D제
200502340,그라제정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600104,건위소화제
200608196,비타비정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853642687600065,혼합비타민제(비타민AD혼합제제를제외)
200701116,코로손정(히드로코르티손),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEzHQ,부신호르몬제
200600135,비타콜린정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600113,혼합비타민제(비타민AD혼합제제를제외)
200400575,솔시폰정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MoqTSVEGuf,기타의비뇨생식기관및항문용약
200500605,슈카민정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600119,해열.진통.소염제
200400567,우먼스타렌일정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600122,진경제
200400573,코나잘캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611575397700039,항히스타민제
200500606,파나세아큐정(수출명_바이세아-큐정),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600128,혼합비타민제(비타민AD혼합제제를제외)
200600134,판테민정(판테틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600131,비타민B제(비타민B1을제외)
200702367,픽토스정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRE-,당뇨병용제
200702694,피오맥스정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRFH,당뇨병용제
200701045,액티엠정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRC7,당뇨병용제
200704769,국제피오글리타존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRFZ,당뇨병용제
200301846,아루진정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400010,항히스타민제
200102658,타렌스탑캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_ONkylBsx,정장제
200701085,스프라이셀정70밀리그램(다사티닙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400017,항악성종양제
200103523,상위정(반하사심탕),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NNuh6mJot9,기타의소화기관용약
200402078,스타록신캡슐(은교산건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400023,해열.진통.소염제
200401184,뮤코논캡슐(수출명_COLTEXE),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400026,항히스타민제
200700442,로우디핀정(암로디핀베실산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800436258900078,혈압강하제
200705325,잘로펜정(잘토프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400035,해열.진통.소염제
200103420,쎄레놀연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400038,혼합비타민제(비타민AD혼합제제를제외)
200401313,코엔드캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759724843300120,항히스타민제
200100775,엘렉신연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653000721000031,혼합비타민제(비타민AD혼합제제를제외)
200400243,오베리스캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298778984600070,따로분류되지않는대사성의약품
200403873,콜레스텐연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1On2ryplIVd,동맥경화용제
200302697,마이티신캡슐(은교산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400059,해열.진통.소염제
200705484,토파드정25밀리그램(토피라메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Q01,항전간제
200713171,엘큐정(엘카르니틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400068,기타의순환계용약
200701205,마노밀정(수산화마그네슘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400071,제산제
200401979,한신코푸콜캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400080,해열.진통.소염제
200600544,사르핀정4밀리그램(라시디핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333320801300098,혈압강하제
200202902,셀카롤연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152648520365000031,기타의비타민제
200706330,알셉트정5mg(도네페질염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400101,기타의중추신경용약
200706775,테라코트정(데프라자코르트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZZu,부신호르몬제
200300929,이가덱스캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml1y5tPwUZ,치과구강용약
200503396,하리노정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400110,정장제
200607740,웰큐비타정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400113,혼합비타민제(비타민AD혼합제제를제외)
200403636,헤모에이큐연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725972805200098,무기질제제
200500694,아나딥정10밀리그람(레르카니디핀염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OUz3s18TbD,혈압강하제
200511266,포사맥스플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OhPOrsF6yY,따로분류되지않는대사성의약품
200400892,캠록스캡슐7.5밀리그램(멜록시캄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ogz8Ct6txn,해열.진통.소염제
200202865,니디스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148950600890800106,기타의비뇨생식기관및항문용약
200502866,토피론정100밀리그램(토피라메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1_P,항전간제
200502216,독사존엑스엘서방정4밀리그램(독사조신메실산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVzR5,혈압강하제
200401332,파미클정(팜시클로비르),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ObKPNYiUxA,기타의화학요법제
200500541,올메텍플러스정20_12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F68sY,혈압강하제
200512327,탐스타캡슐(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F69BI,기타의비뇨생식기관및항문용약
200600117,프라카논정75밀리그람(프란루카스트수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OnWl157leS,기타의알레르기용약
200500578,자나디핀정(레르카니디핀염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428171237500173,혈압강하제
200502669,로콜연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428171237500176,동맥경화용제
200401590,펠디핀정(펠로디핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZnY,혈압강하제
200600109,크라비트정500밀리그람(레보플록사신),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Obcgp6vnxL,기타의화학요법제
200704488,크라비트정250밀리그람(레보플록사신),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Obcgp6vnx3,기타의화학요법제
200600585,토파드정(토피라메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428171237500191,항전간제
200600584,시나핀정(실니디핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v4Wq,혈압강하제
200600583,알러프리정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661654875500072,항히스타민제
200400481,네버펜틴캡슐300밀리그램(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6ASU,항전간제
199600953,알파시돌연질캡슐0.5마이크로그램(알파칼시돌),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OmrseGd993,비타민A및D제
200502109,푸로케어정(피나스테리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v26j,기타의비뇨생식기관및항문용약
200503334,가스트릭캡슐(록사티딘아세테이트염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXogawhInL,소화성궤양용제
200511380,타렉필름코팅정40밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPpVg,혈압강하제
200604160,비엠진정(펜터민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946447752800077,자율신경제
200604199,암로텐정(암로디핀니코틴산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577167067000045,혈압강하제
200500657,바론틴캡슐300밀리그람(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oen3FBnXbp,항전간제
200512277,지펜틴캡슐(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577171452800115,항전간제
200501038,태극가바펜틴캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NfO5kqXQCV,항전간제
200501158,데코라펜정150mg(덱시부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500121,해열.진통.소염제
200511059,리리카캡슐300밀리그램(프레가발린),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_xmK9IfiM,기타의중추신경용약
200410825,디피온정(디에틸프로피온염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500130,자율신경제
200512191,삼아치옥트산에이취알정(티옥트산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEz1O,따로분류되지않는대사성의약품
200500391,국제로잘탄정50밀리그램(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcpfU1BiPn,혈압강하제
200501955,로자정(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeZGe,혈압강하제
200512149,자니로정10밀리그램(졸피뎀타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609525998000030,최면진정제
200500780,팜비탈정250밀리그램(팜시클로비르),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OrAg2v1dWq,기타의화학요법제
200511325,노자임캡슐(판크레아틴장용성제피정),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500148,건위소화제
200600225,레보테놀정12.5밀리그람(에스아테놀롤),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500151,혈압강하제
200605332,파록실씨알정12.5밀리그람(염산파록세틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800436258900066,정신신경용제
200704765,코비스크정(암로디핀베실산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946223524500037,혈압강하제
200502010,노바핀정(암로디핀말레산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxiq,혈압강하제
200410088,카듀엣정5mg_20mg(암로디핀베실산염|아토르바스타틴칼슘삼수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_xmK9IfhX,기타의순환계용약
200410823,펜키니정(펜터민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333323956000116,자율신경제
200500719,판토프라정20밀리그람(판토프라졸나트륨세스키히드레이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OiZHqXPSmH,소화성궤양용제
200503807,일양바이오레바미피드정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6HBY,소화성궤양용제
200800233,넥사바정200밀리그램(소라페닙토실레이트(미분화)),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597923621100031,항악성종양제
200604167,펜홀드정(펜디메트라진타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NSgQ0pOItT,자율신경제
200705479,엑토린정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcpfU1BiQv,당뇨병용제
200703204,액타존정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600173,당뇨병용제
200704321,아토스정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRA-,당뇨병용제
200703463,피오스타정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbR9i,당뇨병용제
200704285,액티라존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbR9_,당뇨병용제
200700868,피오타존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRBH,당뇨병용제
200703464,피그리온정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRD8,당뇨병용제
200703459,피오리타정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333342488200058,당뇨병용제
200704960,글리액트정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OSWzHKsw1t,당뇨병용제
200703876,피오글루정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1McEBdO4BoF,당뇨병용제
200703249,피오글정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800440581800058,당뇨병용제
200703601,피그존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OnWl157lcU,당뇨병용제
200702697,글레존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRIR,당뇨병용제
200702692,피오벡스정15mg(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRJS,당뇨병용제
200703202,피오글리정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MhfYG_kzlR,당뇨병용제
200701043,피타존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRJA,당뇨병용제
200705049,글루토스정15밀리그램(염산피오글리타존),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300027,당뇨병용제
200704317,피오틴정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUEgD,당뇨병용제
200703229,피오렉스정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbR7r,당뇨병용제
200704284,피글리정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRKI,당뇨병용제
200706386,영진글리트존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRKa,당뇨병용제
200703261,글리타존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp54j,당뇨병용제
200703236,피오메드정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OM2GQpPV5z,당뇨병용제
200706313,액피오정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRK0,당뇨병용제
200704316,글루타존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146537630370600179,당뇨병용제
200704291,피오글라정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRGI,당뇨병용제
200703231,다이엑스정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300076,당뇨병용제
200700874,글리케어정15밀리그램(염산피오글리타존),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300079,당뇨병용제
200202822,네오키디츄어블정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333336303100090,혼합비타민제(비타민AD혼합제제를제외)
200404141,인스메토린정(메토카르바몰),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333330132500109,골격근이완제
200403046,리바텐더에스연질캡슐(수출명_HEPADUSE)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653000721000049,간장질환용제
200301590,뉴텍신캡슐(은교산건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672201851500071,해열.진통.소염제
200300058,콜가캅셀,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400149,해열.진통.소염제
200501661,뉴란스플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151914121291300050,혼합비타민제(비타민AD혼합제제를제외)
200402560,다우제큐정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400161,건위소화제
200401876,뉴마르딘정(방풍통성산건조엑스(4.6→1)),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MeGuNe7Nx6,기타의순환계용약
200103425,칼비엠연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400170,기타의비타민제
